CALSPHERE 1             
1 20253U 89077A   24229.88967477 -.00000361  00000+0  00000+0 0  9997
2 20253  12.6151 355.1760 0004458 155.1944 261.2014  1.00282444253895
LUSAT (LO-19)           
1 20442U 90005G   24229.38719135  .00000873  00000+0  33167-3 0  9992
2 20442  98.8866 221.2494 0011925  15.1104 345.0433 14.33611312806408
HST                     
1 20580U 90037B   24228.87609912  .00012250  00000+0  56461-3 0  9998
2 20580  28.4694 304.9697 0001949 341.1974  18.8546 15.18710268686113
SKYNET 4C               
1 20776U 90079A   24229.48126514  .00000132  00000+0  00000+0 0  9991
2 20776  13.5556 354.3697 0003417 156.7495  20.9031  1.00275141124179
USA 65 (DSP 15)         
1 20929U 90095A   24229.54278794 -.00000223  00000+0  00000+0 0  9996
2 20929  14.4226 348.7063 0006597 111.2813 204.9988  0.98399248 18874
TDRS 5                  
1 21639U 91054B   24229.74830169 -.00000296  00000+0  00000+0 0  9993
2 21639  14.1546 358.6555 0004168 211.1825 322.6751  1.00280493121007
USA 75 (DSP 16)         
1 21805U 91080B   24229.57150336 -.00000145  00000+0  00000+0 0  9992
2 21805  14.3680 350.2968 0007038 117.3321 168.0522  0.99185097 19067
LAGEOS 2                
1 22195U 92070B   24229.57154601 -.00000009  00000+0  00000+0 0  9993
2 22195  52.6790 329.8446 0137475 254.0755 125.8117  6.47293399752271
TDRS 6                  
1 22314U 93003B   24229.25082128 -.00000289  00000+0  00000+0 0  9992
2 22314  14.1646   1.9665 0012029 166.8625 200.7393  1.00272884115699
SCD 1                   
1 22490U 93009B   24229.17398476  .00001384  00000+0  33170-3 0  9994
2 22490  24.9711  22.6791 0042171 249.6120 272.8520 14.45384405664043
UFO 2 (USA 95)          
1 22787U 93056A   24229.05099328  .00000131  00000+0  00000+0 0  9997
2 22787  11.6736   7.0548 0003293 148.6753 216.2508  1.00269770111949
STELLA                  
1 22824U 93061B   24229.86947735  .00000007  00000+0  21371-4 0  9999
2 22824  98.8739 277.0858 0006862  31.0886  74.3287 14.27430639609442
EYESAT A (AO-27)        
1 22825U 93061C   24229.40986083  .00000580  00000+0  23971-3 0  9992
2 22825  98.7841 282.8010 0007303 261.5434  98.4920 14.30549018611226
ITAMSAT (IO-26)         
1 22826U 93061D   24229.58203930  .00000667  00000+0  27097-3 0  9994
2 22826  98.7789 282.8405 0007930 243.8786 116.1580 14.30936329611781
USA 99 (MILSTAR-1 1)    
1 22988U 94009A   24229.46841913 -.00000197  00000+0  00000+0 0  9992
2 22988  16.6013  34.8129 0002246 116.5849 252.6200  1.00273742 24934
RADIO ROSTO (RS-15)     
1 23439U 94085A   24229.86634685 -.00000042  00000+0  21382-4 0  9998
2 23439  64.8190 305.6427 0148533 132.3457 229.0156 11.27577823220728
UFO 4 (USA 108)         
1 23467U 95003A   24229.76172789 -.00000018  00000+0  00000+0 0  9993
2 23467   9.6673  15.2796 0004846 135.8815 260.9723  1.00274517108238
TDRS 7                  
1 23613U 95035B   24229.55999235 -.00000197  00000+0  00000+0 0  9999
2 23613  13.6562 352.8005 0026448  76.6025 182.5846  1.00274243106535
USA 115 (MILSTAR-1 2)   
1 23712U 95060A   24229.50114911 -.00000016  00000+0  00000+0 0  9992
2 23712  13.8229   8.5885 0001415 159.5882 217.6298  1.00274119 24933
POLAR                   
1 23802U 96013A   24228.97027167  .00000340  00000+0  00000+0 0  9996
2 23802  79.1743 234.0744 5907451 231.7256  58.8574  1.29847214136150
INMARSAT 3-F1           
1 23839U 96020A   24229.60311213  .00000102  00000+0  00000+0 0  9999
2 23839   9.1913  52.4081 0007855 107.7451 246.0954  0.99984486103551
USA 119                 
1 23893U 96029A   24229.12538348  .00005236  00000+0  11284-2 0  9997
2 23893  63.3318 140.4318 0817125  39.2739 326.4735 13.43282648 15152
JAS-2 (FO-29)           
1 24278U 96046B   24229.37982376  .00000171  00000+0  20781-3 0  9991
2 24278  98.5794 156.1405 0350776  32.4965 329.7252 13.53200055382575
INMARSAT 3-F2           
1 24307U 96053A   24229.57546706 -.00000316  00000+0  00000+0 0  9997
2 24307   8.3234  60.3938 0007711  77.1569 144.1489  0.99985678102227
INMARSAT 3-F3           
1 24674U 96070A   24229.23799336 -.00000078  00000+0  00000+0 0  9990
2 24674   8.8537  55.7058 0006221 108.8592 243.6288  1.00005483101208
GALAXY 25 (G-25)        
1 24812U 97026A   24229.56575167  .00000066  00000+0  00000+0 0  9992
2 24812   5.6907  75.4438 0008161  25.4362 312.0905  0.99088562 99583
NAVSTAR 43 (USA 132)    
1 24876U 97035A   24229.10699395 -.00000009  00000+0  00000+0 0  9990
2 24876  55.6865 124.7897 0082894  53.3236 307.4834  2.00560799198516
INTELSAT 5 (IS-5)       
1 24916U 97046A   24229.26213424 -.00000118  00000+0  00000+0 0  9990
2 24916   8.9287  54.9753 0004861 143.4635 232.3676  0.99038088 98917
FORTE                   
1 24920U 97047A   24229.02322419  .00000974  00000+0  42093-3 0  9996
2 24920  69.9528  87.0860 0019897 114.2283 246.0920 14.27225702403037
AMC-3                   
1 24936U 97050A   24229.53173737 -.00000261  00000+0  00000+0 0  9998
2 24936   6.4918  71.5295 0002831  75.4734 297.8294  1.00271105 98732
USA 134                 
1 25019U 97065A   24229.56916213 -.00000059  00000+0  00000+0 0  9999
2 25019  11.9793  26.4349 0001527 126.2967 265.2382  1.00270698 24899
NAVSTAR 44 (USA 135)    
1 25030U 97067A   24226.68281274  .00000078  00000+0  00000+0 0  9996
2 25030  55.6121 196.0831 0021180 254.9720 101.9090  1.88437775194016
ORBCOMM FM11            
1 25114U 97084C   24229.82769999  .00006007  00000+0  18191-2 0  9993
2 25114  45.0143  28.4935 0006100 135.6098 224.5242 14.42958185397504
ORBCOMM FM06            
1 25118U 97084G   24229.90301299  .00006148  00000+0  18427-2 0  9999
2 25118  45.0151  26.6018 0002826 178.1815 344.4401 14.43444734397543
INMARSAT 3-F5           
1 25153U 98006B   24229.42475576 -.00000289  00000+0  00000+0 0  9996
2 25153   8.1776  59.5513 0004846  84.2341 280.4013  1.00275807 97182
ORBCOMM FM04            
1 25159U 98007C   24229.54183958  .00005064  00000+0  18783-2 0  9991
2 25159 107.9708 233.4873 0041113  57.3623 303.1473 14.32923790380554
CELESTIS-02 & TAURUS R/B
1 25160U 98007D   24229.41970220  .00000603  00000+0  32387-3 0  9996
2 25160 108.0067  60.6100 0062733 199.2556 224.4697 14.22051057375285
NOAA 15                 
1 25338U 98030A   24229.83342278  .00000844  00000+0  36689-3 0  9997
2 25338  98.5667 255.6887 0011083 142.7059 217.4893 14.26667147366087
TECHSAT 1B (GO-32)      
1 25397U 98043D   24229.87228365  .00000527  00000+0  24921-3 0  9994
2 25397  98.9269 197.5173 0001501  30.9886 329.1381 14.24093702356277
ORBCOMM FM19            
1 25415U 98046C   24229.83266841  .00005556  00000+0  19314-2 0  9991
2 25415  44.9926 179.0101 0001611 210.5560 183.2931 14.36269431360612
ORBCOMM FM20            
1 25416U 98046D   24229.30822595  .00003746  00000+0  13355-2 0  9996
2 25416  44.9923 183.5517 0001591 315.5662  44.5058 14.35612186360423
ORBCOMM FM13            
1 25420U 98046H   24229.83765590  .00004913  00000+0  17281-2 0  9999
2 25420  44.9957 184.7512 0003452 209.1005 150.9650 14.35844293360594
ASTRA 2A                
1 25462U 98050A   24229.55749606  .00000068  00000+0  00000+0 0  9994
2 25462   5.3947  76.7706 0003235  62.4220  84.1490  1.00273651 39622
ORBCOMM FM27            
1 25481U 98053G   24229.54155114  .00003998  00000+0  14078-2 0  9990
2 25481  45.0048 270.1809 0002709 275.7942  84.2596 14.36119348353841
SCD 2                   
1 25504U 98060A   24229.31051709  .00001304  00000+0  31695-3 0  9998
2 25504  24.9943 241.6663 0016720 246.3422 189.7211 14.44855675363310
ISS (ZARYA)             
1 25544U 98067A   24229.89897586  .00023360  00000+0  41277-3 0  9996
2 25544  51.6413  14.5563 0005229 208.4539 288.0790 15.50217600467968
SWAS                    
1 25560U 98071A   24229.14546938  .00011325  00000+0  88892-3 0  9991
2 25560  69.8987 145.9746 0008669 218.5103 141.5439 15.01087875396380
SKYNET 4E               
1 25639U 99009B   24229.12271491 -.00000029  00000+0  00000+0 0  9998
2 25639  11.6667  12.7459 0002528 143.4017 211.8565  1.00272348 44664
LANDSAT 7               
1 25682U 99020A   24229.84020369  .00002011  00000+0  42032-3 0  9991
2 25682  97.8859 253.7632 0001671 103.7534 308.4956 14.60836397348059
DLR-TUBSAT              
1 25757U 99029B   24229.39532431  .00000682  00000+0  18056-3 0  9992
2 25757  98.5914 194.6647 0013409 224.4746 135.5372 14.51964027336037
CXO                     
1 25867U 99040B   24231.33207010  .00000981  00000+0  00000+0 0  9994
2 25867  42.4432 148.6491 8823807 299.9118   0.8698  0.37803568 25959
ABS-6                   
1 25924U 99053A   24229.61712097 -.00000117  00000+0  00000+0 0  9998
2 25924   0.0557 266.3230 0003186 223.6319 216.6751  1.00271377 91126
NAVSTAR 46 (USA 145)    
1 25933U 99055A   24228.93869252 -.00000067  00000+0  00000+0 0  9994
2 25933  52.0285 324.6372 0122931 154.2125  10.7200  2.00569746182135
UFO 10 (USA 146)        
1 25967U 99063A   24229.75622074 -.00000186  00000+0  00000+0 0  9992
2 25967   9.4935  30.3689 0004580 157.9983  26.6258  1.00268335 90623
ORBCOMM FM32            
1 25982U 99065C   24229.84621154  .00003402  00000+0  12413-2 0  9996
2 25982  45.0154  96.7889 0005335 313.9536  46.0871 14.34637653290997
ORBCOMM FM35            
1 25985U 99065F   24229.13071308  .00003123  00000+0  11238-2 0  9995
2 25985  45.0392  97.6138 0003150 317.0339  43.0263 14.35517699290923
XMM-NEWTON              
1 25989U 99066A   24230.25321257  .00000225  00000+0  00000+0 0  9998
2 25989  67.5492 292.0274 5086812  76.2010   0.1804  0.50138431 34016
TERRA                   
1 25994U 99068A   24229.82383052  .00002044  00000+0  43576-3 0  9998
2 25994  98.0439 291.5221 0002596 143.3562 325.9502 14.59953880312017
GALAXY 11 (G-11)        
1 26038U 99071A   24229.79381737 -.00000055  00000+0  00000+0 0  9998
2 26038   5.0083  78.4841 0000203 191.8595 147.3980  1.00271298 90362
USA 148                 
1 26052U 00001A   24229.72497962  .00000038  00000+0  00000+0 0  9990
2 26052  10.8059  37.2983 0000962 162.0732 207.4167  1.00271124 24911
ASIASTAR                
1 26107U 00016A   24229.47826091 -.00000334  00000+0  00000+0 0  9998
2 26107   7.5450  64.9627 0004130  79.5085  98.0641  1.00274061 89203
IMAGE                   
1 26113U 00017A   24228.08354444 -.00000223  00000+0 -11249-1 0  9997
2 26113  94.1293 304.5327 7564973   8.8488 359.2851  1.68652238150183
USA 149 (DSP 20)        
1 26356U 00024A   24229.63868360  .00000098  00000+0  00000+0 0  9992
2 26356  12.6614  16.3908 0000210 308.0810  65.2750  1.00276830 24899
NAVSTAR 47 (USA 150)    
1 26360U 00025A   24229.28142309 -.00000026  00000+0  00000+0 0  9999
2 26360  54.7157  46.4338 0038535 215.4609 357.2615  2.00574529177836
TDRS 8                  
1 26388U 00034A   24229.72427122  .00000097  00000+0  00000+0 0  9994
2 26388  11.6239  36.7837 0003406 186.0905 196.1153  1.00280195 88465
NAVSTAR 48 (USA 151)    
1 26407U 00040A   24229.35097789  .00000089  00000+0  00000+0 0  9995
2 26407  55.0453 241.7893 0143928 295.2159 168.1810  2.00561095176510
CLUSTER II-FM7 (SAMBA)  
1 26410U 00041A   24230.39463005  .00000744  00000+0  00000+0 0  9992
2 26410 139.9709 359.9148 7643872 214.9842 359.5202  0.44217448 29077
CLUSTER II-FM6 (SALSA)  
1 26411U 00041B   24230.27930707  .00344786 -21326-2  00000+0 0  9993
2 26411 149.7036  35.3074 9107449 251.5220 359.6485  0.44252019 28387
INTELSAT 9 (IS-9)       
1 26451U 00043A   24229.69556597  .00000146  00000+0  00000+0 0  9995
2 26451   8.9144  55.1413 0004135 120.1411  72.7933  1.00404551 88139
CLUSTER II-FM5 (RUMBA)  
1 26463U 00045A   24230.79788088  .00010466  00000+0  00000+0 0  9991
2 26463 151.6454  25.9228 8686631 241.7493 359.6614  0.42899184 17259
CLUSTER II-FM8 (TANGO)  
1 26464U 00045B   24230.39460257  .00000748  00000+0  00000+0 0  9995
2 26464 140.0279 359.9689 7643238 215.0249 359.5158  0.44222771 17331
NSS-11                  
1 26554U 00059A   24229.79573187  .00000027  00000+0  00000+0 0  9999
2 26554   0.3845  88.7865 0003175  52.7382 286.6035  1.00271945 87463
USA 153                 
1 26575U 00065A   24229.84365566 -.00000322  00000+0  00000+0 0  9994
2 26575  10.4580  40.5615 0000936 217.2493 146.2021  1.00272268 24901
AMC-6                   
1 26580U 00067A   24229.73307274  .00000107  00000+0  00000+0 0  9992
2 26580   0.0163  67.5422 0002585  70.8278 312.1325  1.00272360 87273
NAVSTAR 49 (USA 154)    
1 26605U 00071A   24227.58391413 -.00000016  00000+0  00000+0 0  9994
2 26605  55.2909 121.5035 0156230 260.3074 294.5933  2.00570312174059
INTELSAT 1R (IS-1R)     
1 26608U 00072A   24229.55836630  .00000076  00000+0  00000+0 0  9997
2 26608   6.3970  72.0127 0005994  65.6323  90.4407  0.98964855 34601
ANIK F1                 
1 26624U 00076A   24229.62805532 -.00000062  00000+0  00000+0 0  9990
2 26624   3.4540  82.9957 0009294  49.0751 310.3354  1.00271677 87014
NAVSTAR 50 (USA 156)    
1 26690U 01004A   24229.12539105 -.00000015  00000+0  00000+0 0  9998
2 26690  54.6653  57.2799 0001756  35.7371  64.8671  1.91588405170706
ODIN                    
1 26702U 01007A   24229.48943259  .00024688  00000+0  98973-3 0  9994
2 26702  97.4782 244.4988 0009744  75.4576 284.7742 15.24963250286088
USA 157 (MILSTAR-2 2)   
1 26715U 01009A   24229.61439067  .00000016  00000+0  00000+0 0  9991
2 26715  10.8097  23.5251 0002466 122.8557 276.0457  1.00272782 26248
BSAT-2A                 
1 26720U 01011B   24229.69547895  .00000014  00000+0  00000+0 0  9995
2 26720   9.2952  53.2710 0005547 144.6296  49.8324  0.99178024 85325
INTELSAT 10 (IS-10)     
1 26766U 01019A   24229.85995495 -.00000113  00000+0  00000+0 0  9995
2 26766   7.4646  66.0447 0003960  93.3640 197.0141  1.00104317 85212
INTELSAT 901 (IS-901)   
1 26824U 01024A   24229.82679895 -.00000200  00000+0  00000+0 0  9993
2 26824   0.0400 265.2237 0000799 220.6093 110.0172  1.00271748 84871
OMNI-M1                 
1 26857U 01026A   24229.36690377 -.00000031  00000+0  00000+0 0  9990
2 26857  44.9819  39.2443 0013832 239.0169 120.8911  3.92402249179281
USA 159 (DSP 21)        
1 26880U 01033A   24229.82244781 -.00000295  00000+0  00000+0 0  9991
2 26880  12.1502  20.8974 0002093 195.2042 356.6506  1.00272160 24909
INTELSAT 902 (IS-902)   
1 26900U 01039A   24229.53617553 -.00000282  00000+0  00000+0 0  9995
2 26900   4.4116  79.9203 0004613  82.4756 305.9370  1.00271861 83982
PCSAT (NO-44)           
1 26931U 01043C   24229.23217013  .00001109  00000+0  44922-3 0  9991
2 26931  67.0506 176.4214 0007796 271.9797  88.0411 14.31320141194548
PROBA-1                 
1 26958U 01049B   24229.84393484  .00006996  00000+0  52286-3 0  9991
2 26958  97.9130 207.5962 0059082 217.9813 141.7237 15.01717858242991
TIMED                   
1 26998U 01055B   24229.21009866  .00005095  00000+0  50858-3 0  9993
2 26998  74.0718 141.0660 0001985 215.9787 144.1263 14.91786753230910
MAROC-TUBSAT            
1 27004U 01056D   24229.42926074  .00000032  00000+0  88039-4 0  9994
2 27004  99.7415  24.6013 0020517  60.6390 359.0333 13.70211979134469
COSMOS 2385             
1 27056U 01058B   24229.82353685  .00000046  00000+0  20349-3 0  9993
2 27056  82.5359 287.9272 0004894 310.3216 168.9328 12.60541942 41604
COSMOS 2386             
1 27057U 01058C   24229.53107255  .00000041  00000+0  17141-3 0  9993
2 27057  82.5420 282.8728 0001692 110.4753 249.6519 12.61592470 42065
USA 164 (MILSTAR-2 3)   
1 27168U 02001A   24229.09493708  .00000091  00000+0  00000+0 0  9994
2 27168  10.3813  25.5424 0098118   1.3460 348.5772  1.00278400 24920
INTELSAT 904 (IS-904)   
1 27380U 02007A   24229.46864686 -.00000214  00000+0  00000+0 0  9992
2 27380   5.2277  77.1423 0002961  87.8038 299.6159  1.00271103 45051
AQUA                    
1 27424U 02022A   24229.83480521  .00004022  00000+0  85407-3 0  9999
2 27424  98.3326 179.4533 0000882  68.9303 319.4012 14.59656488185562
DIRECTV 5 (TEMPO 1)     
1 27426U 02023A   24229.62670722 -.00000055  00000+0  00000+0 0  9998
2 27426   3.1519  83.6978 0003451  71.2999 285.9977  1.00271273 81596
INTELSAT 905 (IS-905)   
1 27438U 02027A   24229.46960411 -.00000185  00000+0  00000+0 0  9998
2 27438   5.0535  77.7950 0002529  69.1209 322.9868  1.00270392 44655
GALAXY 3C (G-3C)        
1 27445U 02030A   24229.51472789 -.00000150  00000+0  00000+0 0  9994
2 27445   2.0010  86.1334 0004174  42.6546 287.0503  1.00271165 39779
COSMOS 2390             
1 27464U 02036A   24229.83321283  .00000050  00000+0  28781-3 0  9996
2 27464  82.4818  43.4746 0024561 283.1057  76.7282 12.44602727  4548
COSMOS 2391             
1 27465U 02036B   24229.86199943  .00000040  00000+0  21429-3 0  9997
2 27465  82.4819  40.2633 0025398 277.7141  82.1056 12.44924126  4799
INTELSAT 906 (IS-906)   
1 27513U 02041A   24229.55888843  .00000014  00000+0  00000+0 0  9996
2 27513   4.0877  81.1598 0002162  69.0216  80.5883  1.00271206 80316
INTEGRAL                
1 27540U 02048A   24228.33634953 -.00000106  00000+0  00000+0 0  9992
2 27540  89.7412  18.1500 8637118 280.2926 120.1220  0.37566244 24101
TDRS 10                 
1 27566U 02055A   24229.57056273  .00000088  00000+0  00000+0 0  9996
2 27566   9.6752  44.9692 0003562 354.6817 320.0243  1.00270916 79513
LATINSAT B              
1 27606U 02058B   24229.13145188  .00003133  00000+0  48222-3 0  9996
2 27606  64.5569 141.0844 0036862  99.9995 260.5270 14.74754326163190
SAUDISAT 1C (SO-50)     
1 27607U 02058C   24229.16985414  .00005187  00000+0  70825-3 0  9999
2 27607  64.5557  37.1306 0025446  79.6574 280.7397 14.79378306165191
LATINSAT A              
1 27612U 02058H   24229.39016763  .00003718  00000+0  47778-3 0  9991
2 27612  64.5539 237.7953 0018145 358.4992   1.6056 14.82511965168215
NIMIQ 2                 
1 27632U 02062A   24229.62788476 -.00000067  00000+0  00000+0 0  9999
2 27632   7.8690  63.6310 0005636  86.4033 292.3291  1.00270831 79157
CORIOLIS                
1 27640U 03001A   24229.42278368  .00000608  00000+0  30889-3 0  9996
2 27640  98.7146 235.6817 0013817 346.5437  13.5369 14.19528435119189
SORCE                   
1 27651U 03004A   24228.99570454  .00007398  00000+0  65955-3 0  9998
2 27651  39.9932 106.4714 0022661 298.4452  61.4057 14.95857219171207
NAVSTAR 51 (USA 166)    
1 27663U 03005A   24229.15496135  .00000090  00000+0  00000+0 0  9992
2 27663  55.0837 241.6082 0136825  47.5041  52.8275  2.00571409157878
USA 167                 
1 27691U 03008A   24229.61660696  .00000006  00000+0  00000+0 0  9999
2 27691   9.6148  49.0208 0000252 336.9866  39.8298  1.00273392 24910
NAVSTAR 52 (USA 168)    
1 27704U 03010A   24228.71450552 -.00000083  00000+0  00000+0 0  9991
2 27704  55.0867 351.3905 0253640 328.9978  29.7223  2.00565127156662
USA 169 (MILSTAR-2 4)   
1 27711U 03012A   24229.79094562 -.00000193  00000+0  00000+0 0  9997
2 27711  11.3210  34.9285 0097598   4.2519   3.3865  1.00273154 24934
ASIASAT 4               
1 27718U 03014A   24229.52556497 -.00000221  00000+0  00000+0 0  9999
2 27718   2.9795  84.2011 0002494  71.4564 146.4953  1.00271252 38587
HELLAS-SAT 2            
1 27811U 03020A   24229.83027986 -.00000083  00000+0  00000+0 0  9996
2 27811   5.6699  75.7966 0005841  89.4157  89.3908  1.00271940 77621
THURAYA-2               
1 27825U 03026A   24229.55488539  .00000129  00000+0  00000+0 0  9991
2 27825   7.8061  34.0738 0002306  85.6697  89.4330  1.00272132 77633
OPTUS C1                
1 27831U 03028B   24229.61329736 -.00000150  00000+0  00000+0 0  9995
2 27831   5.1943  77.4576 0005701  66.7674 197.7765  1.00272444 46343
MOST                    
1 27843U 03031D   24229.25984725  .00000510  00000+0  25508-3 0  9990
2 27843  98.7077 235.3734 0010504  32.4474 327.7347 14.21003847 95552
CUTE-1 (CO-55)          
1 27844U 03031E   24228.98443769  .00001443  00000+0  65516-3 0  9997
2 27844  98.6785 235.1858 0009180 338.5999  21.4794 14.23380825 96295
CUBESAT XI-IV (CO-57)   
1 27848U 03031J   24228.94238884  .00001235  00000+0  56981-3 0  9992
2 27848  98.6817 235.3550 0009444 355.4528   4.6563 14.22805178 96036
GALAXY 23 (G-23)        
1 27854U 03034A   24229.66519508  .00000014  00000+0  00000+0 0  9998
2 27854   1.4589  88.2632 0002628  65.9530 289.8867  1.00271777 81830
SCISAT 1                
1 27858U 03036A   24229.46024862  .00002687  00000+0  36453-3 0  9999
2 27858  73.9311  60.3976 0008665 273.4133  86.6051 14.79421764132327
COSMOS 2400             
1 27868U 03037A   24229.83866629  .00000031  00000+0  14788-3 0  9995
2 27868  82.4709  29.5348 0022375  81.0510 279.3102 12.45168788954347
COSMOS 2401             
1 27869U 03037B   24229.80892948  .00000062  00000+0  36432-3 0  9990
2 27869  82.4706  26.2224 0023122  77.3999 282.9666 12.45484094954584
USA 170                 
1 27875U 03040A   24229.69399957  .00000129  00000+0  00000+0 0  9992
2 27875   9.0630  53.9121 0001757  48.2663 137.3954  1.00271625 24911
MOZHAYETS 4 (RS-22)     
1 27939U 03042A   24229.87086376  .00005129  00000+0  85659-3 0  9995
2 27939  98.2975  27.0654 0011141 225.1038 272.3841 14.70315410117197
LARETS                  
1 27944U 03042F   24229.82256646  .00000453  00000+0  96805-4 0  9996
2 27944  98.3235  10.6187 0011677 331.7226  28.3341 14.63555670115524
GALAXY 13 (HORIZONS-1)  
1 27954U 03044A   24229.73089716  .00000135  00000+0  00000+0 0  9995
2 27954   0.0092  99.0299 0001866  75.9621 263.7069  1.00270566 76440
IRS-P6 (RESOURCESAT-1)  
1 28051U 03046A   24229.82161278  .00001327  00000+0  46397-3 0  9997
2 28051  98.2895 284.7797 0064741 186.8810 305.6062 14.35553902 84491
DMSP 5D-3 F16 (USA 172) 
1 28054U 03048A   24229.87244509  .00000654  00000+0  36779-3 0  9991
2 28054  99.0226 236.9140 0006314 237.0286 248.0135 14.14078332 74856
CHUANGXIN 1 (CX-1)      
1 28058U 03049B   24229.72270486  .00001185  00000+0  33246-3 0  9999
2 28058  98.5832 110.4704 0013708  55.2710 304.9771 14.47819033 99386
YAMAL 202               
1 28089U 03053A   24229.79320823 -.00000080  00000+0  00000+0 0  9998
2 28089   4.6400  79.0236 0004929  81.8404 253.8335  1.00272396 75965
UFO 11 (USA 174)        
1 28117U 03057A   24229.48953229 -.00000098  00000+0  00000+0 0  9991
2 28117   8.1597  36.5517 0003615 115.4179  64.9001  1.00271289 75700
NAVSTAR 53 (USA 175)    
1 28129U 03058A   24229.29475225 -.00000023  00000+0  00000+0 0  9997
2 28129  54.5564  48.9086 0067308 343.4651  16.3685  2.00552365151350
USA 176 (DSP 22)        
1 28158U 04004A   24229.90861010 -.00000217  00000+0  00000+0 0  9995
2 28158  11.1421  30.6300 0000278 323.2348  26.3606  1.00274660 24904
ABS-4 (MOBISAT-1)       
1 28184U 04007A   24229.55827927  .00000040  00000+0  00000+0 0  9990
2 28184   4.3329  80.1172 0004833  87.1245  60.1736  1.00275020 45627
EUTELSAT 7A             
1 28187U 04008A   24229.60068368  .00000105  00000+0  00000+0 0  9998
2 28187   4.1161  79.9276 0001708  97.2168 225.3879  1.00268398 74633
NAVSTAR 54 (USA 177)    
